CountryCode,DisplayName,region,Level,ProjYear,PovertyLine,variable,value
KEN,Kenya,SSA,National,2019,1.9,HeadCount,0.2958689
KEN,Kenya,SSA,National,2019,1.9,NumPoor,15448732.78
KEN,Kenya,SSA,National,2020,1.9,HeadCount,0.2805981
KEN,Kenya,SSA,National,2020,1.9,NumPoor,15009668.54
KEN,Kenya,SSA,National,2021,1.9,HeadCount,0.2655622
KEN,Kenya,SSA,National,2021,1.9,NumPoor,14547723.57
KEN,Kenya,SSA,National,2022,1.9,HeadCount,0.2519788
KEN,Kenya,SSA,National,2022,1.9,NumPoor,14131417.61
KEN,Kenya,SSA,National,2023,1.9,HeadCount,0.2395941
KEN,Kenya,SSA,National,2023,1.9,NumPoor,13751538.11
KEN,Kenya,SSA,National,2024,1.9,HeadCount,0.2250281
KEN,Kenya,SSA,National,2024,1.9,NumPoor,13214115.39
KEN,Kenya,SSA,National,2019,3.2,HeadCount,0.592874
KEN,Kenya,SSA,National,2019,3.2,NumPoor,30956792
KEN,Kenya,SSA,National,2020,3.2,HeadCount,0.5767724
KEN,Kenya,SSA,National,2020,3.2,NumPoor,30852534.46
KEN,Kenya,SSA,National,2021,3.2,HeadCount,0.563628
KEN,Kenya,SSA,National,2021,3.2,NumPoor,30876022.05
KEN,Kenya,SSA,National,2022,3.2,HeadCount,0.5497634
KEN,Kenya,SSA,National,2022,3.2,NumPoor,30831705.65
KEN,Kenya,SSA,National,2023,3.2,HeadCount,0.5330849
KEN,Kenya,SSA,National,2023,3.2,NumPoor,30596485.13
KEN,Kenya,SSA,National,2024,3.2,HeadCount,0.5155719
KEN,Kenya,SSA,National,2024,3.2,NumPoor,30275448.17
KEN,Kenya,SSA,National,2018,5.5,NumPoor,42554235.28
KEN,Kenya,SSA,National,2019,5.5,HeadCount,0.8282694
KEN,Kenya,SSA,National,2019,5.5,NumPoor,43247913.61
KEN,Kenya,SSA,National,2020,5.5,HeadCount,0.8173605
KEN,Kenya,SSA,National,2020,5.5,NumPoor,43722000.21
KEN,Kenya,SSA,National,2021,5.5,HeadCount,0.8096445
KEN,Kenya,SSA,National,2021,5.5,NumPoor,44353015.53
KEN,Kenya,SSA,National,2022,5.5,HeadCount,0.7989596
KEN,Kenya,SSA,National,2022,5.5,NumPoor,44807070.12
KEN,Kenya,SSA,National,2023,5.5,HeadCount,0.7894329
KEN,Kenya,SSA,National,2023,5.5,NumPoor,45309615.76
KEN,Kenya,SSA,National,2024,5.5,HeadCount,0.7815261
KEN,Kenya,SSA,National,2024,5.5,NumPoor,45892828.79
